0.	1.	0.
0.17364817766693033	0.984807753012208	0.
0.3420201433256687	0.9396926207859084	0.
0.5	0.8660254037844386	0.
0.6427876096865393	0.766044443118978	0.
0.766044443118978	0.6427876096865393	0.
0.8660254037844386	0.5	0.
0.9396926207859084	0.3420201433256687	0.
0.984807753012208	0.17364817766693033	0.
1.	0.	0.
0.984807753012208	-0.17364817766693033	0.
0.9396926207859084	-0.3420201433256687	0.
0.8660254037844386	-0.5	0.
0.766044443118978	-0.6427876096865393	0.
0.6427876096865393	-0.766044443118978	0.
0.5	-0.8660254037844386	0.
0.3420201433256687	-0.9396926207859084	0.
0.17364817766693033	-0.984807753012208	0.
0.	-1.	0.
-0.17364817766693033	-0.984807753012208	0.
-0.3420201433256687	-0.9396926207859084	0.
-0.5	-0.8660254037844386	0.
-0.6427876096865393	-0.766044443118978	0.
-0.766044443118978	-0.6427876096865393	0.
-0.8660254037844386	-0.5	0.
-0.9396926207859084	-0.3420201433256687	0.
-0.984807753012208	-0.17364817766693033	0.
-1.	0.	0.
-0.984807753012208	0.17364817766693033	0.
-0.9396926207859084	0.3420201433256687	0.
-0.8660254037844386	0.5	0.
-0.766044443118978	0.6427876096865393	0.
-0.6427876096865393	0.766044443118978	0.
-0.5	0.8660254037844386	0.
-0.3420201433256687	0.9396926207859084	0.
-0.17364817766693033	0.984807753012208	0.
0.	1.	0.
